0.5	0.10714285714285714	0.07142857142857142	0.32142857142857145
0.6129032258064516	0.16129032258064516	0.06451612903225806	0.16129032258064516
0.7096774193548387	0.12903225806451613	0.	0.16129032258064516
0.5806451612903226	0.25806451612903225	0.	0.16129032258064516
0.12903225806451613	0.	0.12903225806451613	0.7419354838709677
0.6451612903225806	0.	0.06451612903225806	0.2903225806451613
0.16129032258064516	0.	0.	0.8387096774193549
0.	0.	0.	1.
1.	0.	0.	0.
1.	0.	0.	0.
0.1935483870967742	0.	0.16129032258064516	0.6451612903225806
0.13333333333333333	0.6333333333333333	0.16666666666666666	0.06666666666666667
0.36666666666666664	0.1	0.13333333333333333	0.4
